new file name,organism,phenotype,SCS,trait class,clade,divergence,divergence.time(MYA),domestication,regression type,method,citation,,,,,,,,,,,
space.lateral.num.csv,Cucumis sativus,number of primary laterals,NSC,M,plant,within,0,domestic,N,PSU,Delaney and Lower 1987,,,,,,,,,,,
space.node.num.csv,Cucumis sativus,number of nodes,NSC,M,plant,within,0,domestic,N,PSU,Delaney and Lower 1987,,,,,,,,,,,
space.stem.len.csv,Cucumis sativus,main stem length (cm),NSC,M,plant,within,0,domestic,N,PSU,Delaney and Lower 1987,,,,,,,,,,,
internode.num1.csv,Datura stramonium,internode number,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
internode.num2.csv,Datura stramonium,internode number,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
internode.num3.csv,Datura stramonium,internode number,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
internode.num4.csv,Datura stramonium,internode number,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
leafwt1.csv,Datura stramonium,leaf weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
leafwt2.csv,Datura stramonium,leaf weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
leafwt3.csv,Datura stramonium,leaf weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
leafwt4.csv,Datura stramonium,leaf weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
plant.height1.csv,Datura stramonium,plant height,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
plant.height2.csv,Datura stramonium,plant height,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
plant.height3.csv,Datura stramonium,plant height,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
plant.height4.csv,Datura stramonium,plant height,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
stemwt1.csv,Datura stramonium,stem weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
stemwt2.csv,Datura stramonium,stem weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
stemwt3.csv,Datura stramonium,stem weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
stemwt4.csv,Datura stramonium,stem weight,NSC,M,plant,within,0,wild,N,PSU,Baghat and Mittal 1984,,,,,,,,,,,
beetle2-develop.time1.csv,Dendroctonus ponderosae,development time,XY,LH,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
beetle2-develop.time2.csv,Dendroctonus ponderosae,development time,XY,LH,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
beetle2-develop.time3.csv,Dendroctonus ponderosae,development time,XY,LH,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
beetle2-pwidth1.csv,Dendroctonus ponderosae,pronotum width,XY,M,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
beetle2-pwidth2.csv,Dendroctonus ponderosae,pronotum width,XY,M,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
beetle2-pwidth3.csv,Dendroctonus ponderosae,pronotum width,XY,M,animal,within,0,wild,Y,PSU,Bentz et al. 2011,,,,,,,,,,,
acetyl.red.csv,Desmodium sandwicense,acetylene reduced (nmoles/h),NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
cot.area.csv,Desmodium sandwicense,cotyledon area (mm2),NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
juv.leafwd.csv,Desmodium sandwicense,leaf width,NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
nitrogenfix.csv,Desmodium sandwicense,nitrogen fixation component,NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
rootwt.csv,Desmodium sandwicense,root fresh weight (g),NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
shootwt.dry.csv,Desmodium sandwicense,shoot dry weight (mg),NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
shootwt.fresh.csv,Desmodium sandwicense,shoot fresh weight (mg),NSC,M,plant,within,0,wild,Y,PSU,Pinchbeck et al. 1980,,,,,,,,,,,
dros4-develop.birchii.lpk.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.birchii.lpy.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.erb.fem.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.erb.male.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.err.fem.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.err.male.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.ew.fem.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-develop.serrata.ew.male.csv,"Drosophila birchii, Drosophila serrata",development time,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-viability.birchii.lpy.csv,"Drosophila birchii, Drosophila serrata",viability,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-viability.serrata.erb.csv,"Drosophila birchii, Drosophila serrata",viability,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-viability.serrata.ew.csv,"Drosophila birchii, Drosophila serrata",viability,XY,LH,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.birchii.lpk.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.birchii.lpy.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.erb.fem.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.erb.male.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.err.fem.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.err.male.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.ew.fem.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
dros4-wing.serrata.ew.male.csv,"Drosophila birchii, Drosophila serrata",wing size,XY,M,animal,between,7.5,lab,N,PSU,"Schiffer, Stuart Gilchrist, and Hoffmann 2006",,,,,,,,,,,
FA.dros.csv,Drosophila falleni,fluctuating asymmetry,XY,M,animal,within,0,lab,Y,standard,Polak and Starmer 2001,,,,,,,,,,,
size.dros.csv,Drosophila falleni,bristle size,XY,M,animal,within,0,lab,Y,standard,Polak and Starmer 2001,,,,,,,,,,,
ova18.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,0,lab,Y,standard,Starmer et al. 1998,,,,,,,,,,,
ova21.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,0,lab,Y,standard,Starmer et al. 1998,,,,,,,,,,,
ova25.csv,Drosophila hibisci,ovariole number,XY,LH,animal,within,0,lab,Y,cmat,Starmer et al. 1998,,,,,,,,,,,
thorax.len18.csv,Drosophila hibisci,thorax length,XY,M,animal,within,0,lab,Y,standard,Starmer et al. 1998,,,,,,,,,,,
thorax.len21.csv,Drosophila hibisci,thorax length,XY,M,animal,within,0,lab,Y,standard,Starmer et al. 1998,,,,,,,,,,,
thorax.len25.csv,Drosophila hibisci,thorax length,XY,M,animal,within,0,lab,Y,cmat,Starmer et al. 1998,,,,,,,,,,,
early.fecund.csv,"Drosophila madeirensis, Drosophila subobscura",early fecundity,XY,LH,animal,between,0.78,lab,Y,standard,"Rego, Santos, and Matos 2007",,,,,,,,,,,
peak.fecund.csv,"Drosophila madeirensis, Drosophila subobscura",peak fecundity,XY,LH,animal,between,0.78,lab,Y,standard,"Rego, Santos, and Matos 2007",,,,,,,,,,,
reprod.dros.csv,"Drosophila madeirensis, Drosophila subobscura",age of 1st reproduction,XY,LH,animal,between,0.78,lab,Y,standard,"Rego, Santos, and Matos 2007",,,,,,,,,,,
surviv.csv,"Drosophila madeirensis, Drosophila subobscura",survival,XY,LH,animal,between,0.78,lab,Y,standard,"Rego, Santos, and Matos 2007",,,,,,,,,,,find mean garden values fig 1
ACO.fecund.csv,Drosophila melanogaster,BxACO fecundity,XY,LH,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.fem.starv.csv,Drosophila melanogaster,BxACO female starvation resist,XY,LH,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.fem.time.csv,Drosophila melanogaster,BxACO fem develop time,XY,LH,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.femwt.csv,Drosophila melanogaster,BxACO female weight,XY,M,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.male.starv.csv,Drosophila melanogaster,BxACO male starvation resist,XY,LH,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.male.time.csv,Drosophila melanogaster,BxACO male develop time,XY,LH,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
ACO.malewt.csv,Drosophila melanogaster,BxACO male weight,XY,M,animal,within,0,domestic,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
develop.acid1.csv,Drosophila melanogaster,development time with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.acid2.csv,Drosophila melanogaster,development time with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.acid3.csv,Drosophila melanogaster,development time with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.acid4.csv,Drosophila melanogaster,development time with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.acid5.csv,Drosophila melanogaster,development time with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.high1.csv,Drosophila melanogaster,development time with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.high2.csv,Drosophila melanogaster,development time with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.high3.csv,Drosophila melanogaster,development time with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.high4.csv,Drosophila melanogaster,development time with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.high5.csv,Drosophila melanogaster,development time with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.low1.csv,Drosophila melanogaster,development time with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.low2.csv,Drosophila melanogaster,development time with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.low3.csv,Drosophila melanogaster,development time with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
develop.low4.csv,Drosophila melanogaster,development time with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
dros2-wing.area.afr.fem.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.area.afr.male.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.area.aus.fem.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.area.aus.male.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.area.sa.fem.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.area.sa.male.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.afr.fem.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.afr.male.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.aus.fem.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.aus.male.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.sa.fem.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros2-wing.length.sa.male.csv,Drosophila melanogaster,wing length,XY,M,animal,within,0,lab,N,PSU,Gilchrist and Partridge 1999,,,,,,,,,,,
dros3-wing.area.bs.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,Y,PSU,"Kennington, Jason Kennington, and Hoffmann 2010",,,,,,,,,,,
dros3-wing.area.cs.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,Y,PSU,"Kennington, Jason Kennington, and Hoffmann 2010",,,,,,,,,,,
dros3-wing.area.gs.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,Y,PSU,"Kennington, Jason Kennington, and Hoffmann 2010",,,,,,,,,,,
dros3-wing.area.ms.csv,Drosophila melanogaster,wing area,XY,M,animal,within,0,lab,Y,PSU,"Kennington, Jason Kennington, and Hoffmann 2010",,,,,,,,,,,
dros5-circadian.fem.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
dros5-circadian.male.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
dros5-evening.fem.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
dros5-evening.male.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
dros5-morning.fem.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
dros5-morning.male.csv,Drosophila melanogaster,emergence,XY,LH,animal,within,0,lab,Y,PSU,"Vaze, Nikhil, and Sharma 2013",,,,,,,,,,,
drosophila-wing.female.csv,Drosophila melanogaster,wing index score,XY,M,animal,within,0,lab,Y,PSU,Griffin 2007,,,,,,,,,,,
drosophila-wing.male.csv,Drosophila melanogaster,wing index score,XY,M,animal,within,0,lab,Y,PSU,Griffin 2007,,,,,,,,,,,
flight.time.csv,Drosophila melanogaster,flight time,XY,M,animal,within,0,lab,Y,standard,Luckinbill et al. 1988,,,,,,,,,,,
SO.fecundity.csv,Drosophila melanogaster,BxSO fecundity,XY,LH,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.fem.starv.csv,Drosophila melanogaster,BxSO female starvation resist,XY,LH,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.fem.time.csv,Drosophila melanogaster,BxSO fem develop time,XY,LH,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.femwt.csv,Drosophila melanogaster,BxSO female weight,XY,M,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.male.starv.csv,Drosophila melanogaster,BxSO male starvation resist,XY,LH,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.male.time.csv,Drosophila melanogaster,BxSO male develop time,XY,LH,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
SO.malewt.csv,Drosophila melanogaster,BxSO male weight,XY,M,animal,within,0,lab,Y,standard,"Teotónio, Matos, and Rose 2004",,,,,,,,,,,
dros.sperm.csv,Drosophila mojavensis,sperm length,XY,LH,animal,within,0,lab,Y,cmat,"Miller, Starmer, and Pitnick 2003",,,,,,,,,,,
dros.sr.csv,Drosophila mojavensis,sperm receptacle length,XY,LH,animal,within,0,lab,Y,cmat,"Miller, Starmer, and Pitnick 2003",,,,,,,,,,,
viability.acid1.csv,Drosophila rnelanogaster,viability with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.acid2.csv,Drosophila rnelanogaster,viability with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.acid3.csv,Drosophila rnelanogaster,viability with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.acid4.csv,Drosophila rnelanogaster,viability with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.acid5.csv,Drosophila rnelanogaster,viability with high food/propionic acid,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.high1.csv,Drosophila rnelanogaster,viability with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.high2.csv,Drosophila rnelanogaster,viability with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.high3.csv,Drosophila rnelanogaster,viability with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.high4.csv,Drosophila rnelanogaster,viability with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.high5.csv,Drosophila rnelanogaster,viability with high food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.low1.csv,Drosophila rnelanogaster,viability with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.low2.csv,Drosophila rnelanogaster,viability with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.low3.csv,Drosophila rnelanogaster,viability with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.low4.csv,Drosophila rnelanogaster,viability with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
viability.low5.csv,Drosophila rnelanogaster,viability with low food,XY,LH,animal,within,0,lab,Y,PSU,Blows and Sokolowski 1995,,,,,,,,,,,
eggs.laid.csv,Drosophila tripunctata,% of eggs laid on mushrooms relative to tomatoes,XY,LH,animal,within,0,lab,Y,standard,Jaenike 1987,,,,,,,,,,,
eggs.hatched1.csv,"Etheostoma caeruleum, Etheostoma spectabile",number of eggs hatched,NSC,LH,animal,between,26.8,wild,Y,standard,Moran et al. 2018,,,,,,,,,,,
fry.num1.csv,"Etheostoma caeruleum, Etheostoma spectabile",number of fry to 10 months,NSC,LH,plant,between,NA,wild,Y,standard,Moran et al. 2018,,,,,,,,,,,
prop.male.csv,"Etheostoma caeruleum, Etheostoma spectabile",proportion of males,NSC,LH,animal,between,26.8,wild,Y,standard,Moran et al. 2018,,,,,,,,,,,
eukalyptus2-20.growth.csv,Eucalyptus,20 year growth of survivors,NSC,LH,plant,between,2.05,domestic,Y,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-20.rep.csv,Eucalyptus,proportion of survivors reproductive,NSC,LH,plant,between,2.05,domestic,Y,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-20.surv.csv,Eucalyptus,20 year survival,NSC,LH,plant,between,2.05,domestic,Y,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-germ.success.csv,Eucalyptus,germination success,NSC,LH,plant,between,2.05,domestic,N,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-germ.time.csv,Eucalyptus,germination time,NSC,LH,plant,between,2.05,domestic,N,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-nurs.surv.csv,Eucalyptus,nursery survival at 6 months,NSC,LH,plant,between,2.05,domestic,N,standard,Larcombe et al. 2016,,,,,,,,,,,
eukalyptus2-seed.set.csv,Eucalyptus,seed set,NSC,LH,plant,between,2.05,domestic,N,standard,Larcombe et al. 2016,,,,,,,,,,,
eucalyptus-dbh.ridgley.csv,"Eucalyptus globulus, Eucalyptus nitens",diameter at breast height,NSC,M,plant,between,2.05,domestic,N,PSU,"Silva, Potts, and Tilyard 2012",,,,,,,,,,,
eucalyptus-dbh.tyenna.csv,"Eucalyptus globulus, Eucalyptus nitens",diameter at breast height,NSC,M,plant,between,2.05,domestic,N,PSU,"Silva, Potts, and Tilyard 2012",,,,,,,,,,,
eucalyptus-surv.ridgley.csv,"Eucalyptus globulus, Eucalyptus nitens",percent survival,NSC,LH,plant,between,2.05,domestic,N,PSU,"Silva, Potts, and Tilyard 2012",,,,,,,,,,,
eucalyptus-surv.tyenna.csv,"Eucalyptus globulus, Eucalyptus nitens",percent survival,NSC,LH,plant,between,2.05,domestic,N,PSU,"Silva, Potts, and Tilyard 2012",,,,,,,,,,,
soybean-disease-index.csv,Glycine max,infection index,NSC,LH,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
soybean-infection-degree.csv,Glycine max,infection degree,NSC,LH,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
soybean-lesions-diameter.csv,Glycine max,lesion-diameter,NSC,M,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
soybean-lesions-per-cm.csv,Glycine max,lesions per cm,NSC,M,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
soybean-lesions-per-foliole.csv,Glycine max,lesions per foliole,NSC,M,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
soybean-percent-lesions.csv,Glycine max,percent lesions,NSC,M,plant,within,0,domestic,Y,PSU,Gravina et al. 2003,,,,,,,,,,,
cotton2-bollnumber2.csv,Gossypium,boll number,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-bollweight1.csv,Gossypium,boll weight,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-bollweight2.csv,Gossypium,boll weight,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-daystoflower1.csv,Gossypium,days to flower,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-daystoflower2.csv,Gossypium,days to flower,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-lintpercent1.csv,Gossypium,lint percent,NSC,M,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-lintpercent2.csv,Gossypium,lint percent,NSC,M,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-lintyieldpp1.csv,Gossypium,lint yield pp,NSC,M,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-lintyieldpp2.csv,Gossypium,lint yield pp,NSC,M,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-seedyieldpp1.csv,Gossypium,seed yield pp,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-seedyieldpp2.csv,Gossypium,seed yield pp,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton2-bollnumber1.csv,"Gossypium babadense, Gossypium hisutum",boll number,NSC,LH,plant,between,NA,domestic,Y,PSU,Esmail 2007,,,,,,,,,,,
cotton-seed-mg1.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
cotton-seed-mg2.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
cotton-seed-mg3.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
cotton-seed-mg4.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
cotton-seed-mg5.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
cotton-seed-mg6.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,0,domestic,Y,PSU,Dani and Kohel 1989,,,,,,,,,,,
