new file name,organism,phenotype,SCS,trait class,clade,divergence,divergence.time(MYA),domestication,regression type,method,citation,,,,,,,,,,,
okra-water5.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,0,domestic,N,PSU,"Naveed, Khan, and Khan 2009",,,,,,,,,,,
okra-water6.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,0,domestic,N,PSU,"Naveed, Khan, and Khan 2009",,,,,,,,,,,
okra-water7.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,0,domestic,N,PSU,"Naveed, Khan, and Khan 2009",,,,,,,,,,,
okra-water8.csv,Abelmoschous esculentus,leaf water potential,NSC,M,plant,within,0,domestic,N,PSU,"Naveed, Khan, and Khan 2009",,,,,,,,,,,
okra-yield1.csv,Abelmoschous esculentus,yield,NSC,LH,plant,within,0,domestic,Y,PSU,"P. S. Aulakh, Dhall, and Singh 2012a",,,,,,,,,,,
okra-yield2.csv,Abelmoschous esculentus,yield,NSC,LH,plant,within,0,domestic,Y,PSU,"P. S. Aulakh, Dhall, and Singh 2012a",,,,,,,,,,,
okra-fruit-weight1.csv,Abelmoschus esculentus,fruit weight,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-fruit-weight2.csv,Abelmoschus esculentus,fruit weight,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-num-fruit-1.csv,Abelmoschus esculentus,number of fruit,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-num-fruit-2.csv,Abelmoschus esculentus,number of fruit,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-plant-height1.csv,Abelmoschus esculentus,plant height,NSC,M,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-plant-height2.csv,Abelmoschus esculentus,plant height,NSC,M,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-yield-1.csv,Abelmoschus esculentus,yield,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
okra-yield-2.csv,Abelmoschus esculentus,yield,NSC,LH,plant,within,0,domestic,Y,PSU,Parjeet Singh Aulakh and Dhall 2012,,,,,,,,,,,
seed.beetle-bean-fem.csv,Acanthoscelides obtectus,"longevity, reared on bean",XY,LH,animal,within,0,wild,Y,PSU,Šešlija and Tucić 2008,,,,,,,,,,,
seed.beetle-bean-male.csv,Acanthoscelides obtectus,"longevity, reared on bean",XY,LH,animal,within,0,wild,Y,PSU,Šešlija and Tucić 2008,,,,,,,,,,,
seed.beetle-peas-fem.csv,Acanthoscelides obtectus,"longevity, reared on chickpea",XY,LH,animal,within,0,wild,Y,PSU,Šešlija and Tucić 2008,,,,,,,,,,,
seed.beetle-peas-male.csv,Acanthoscelides obtectus,"longevity, reared on chickpea",XY,LH,animal,within,0,wild,Y,PSU,Šešlija and Tucić 2008,,,,,,,,,,,
photo.ft1.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
photo.ft2.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
photo.ft3.csv,Aeschynomene americana,photoperiod response to flowering date at Ft. Pierce,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
photo.gain1.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
photo.gain2.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
photo.gain3.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,0,wild,Y,PSU,Deren and Quesenberry 1989,,,,,,,,,,,
strider-abd.length.fem.1.csv,Aquarius remigis,abdominal length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.length.fem.2.csv,Aquarius remigis,abdominal length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.length.male.1.csv,Aquarius remigis,abdominal length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.length.male.2.csv,Aquarius remigis,abdominal length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.width.fem.1.csv,Aquarius remigis,abdominal width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.width.fem.2.csv,Aquarius remigis,abdominal width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.width.male.1.csv,Aquarius remigis,abdominal width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-abd.width.male.2.csv,Aquarius remigis,abdominal width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.length.fem.1.csv,Aquarius remigis,front femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.length.fem.2.csv,Aquarius remigis,front femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.length.male.1.csv,Aquarius remigis,front gemur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.length.male.2.csv,Aquarius remigis,front femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.width.fem.1.csv,Aquarius remigis,front femue width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.width.fem.2.csv,Aquarius remigis,front femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.width.male.1.csv,Aquarius remigis,front femur width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-front.femur.width.male.2.csv,Aquarius remigis,front femur width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-genital.length.fem.1.csv,Aquarius remigis,genital length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-genital.length.fem.2.csv,Aquarius remigis,genital length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-genital.length.male.1.csv,Aquarius remigis,genital length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-genital.length.male.2.csv,Aquarius remigis,genital length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-hind.femur.length.fem.1.csv,Aquarius remigis,hind femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-hind.femur.length.fem.2.csv,Aquarius remigis,hind femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-hind.femur.length.male.1.csv,Aquarius remigis,hind femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-hind.femur.length.male.2.csv,Aquarius remigis,hind femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-mid.femur.length.fem.1.csv,Aquarius remigis,mid femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-mid.femur.length.fem.2.csv,Aquarius remigis,mid femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-mid.femur.length.male.1.csv,Aquarius remigis,mid femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-mid.femur.length.male.2.csv,Aquarius remigis,mid femur length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg7.length.fem.1.csv,Aquarius remigis,segment 7 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg7.length.fem.2.csv,Aquarius remigis,segment 7 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg7.length.male.1.csv,Aquarius remigis,segment 7 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg7.length.male.2.csv,Aquarius remigis,segment 7 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg8.length.fem.1.csv,Aquarius remigis,segment 8 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg8.length.fem.2.csv,Aquarius remigis,segment 8 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg8.length.male.1.csv,Aquarius remigis,segment 8 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-seg8.length.male.2.csv,Aquarius remigis,segment 8 length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-spine.width.fem.1.csv,Aquarius remigis,spine width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-spine.width.fem.2.csv,Aquarius remigis,spine width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-spine.width.male.1.csv,Aquarius remigis,spine width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-spine.width.male.2.csv,Aquarius remigis,spine width,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-thorax.fem.1.csv,Aquarius remigis,thorax length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-thorax.fem.2.csv,Aquarius remigis,thorax length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-thorax.male.1.csv,Aquarius remigis,thorax length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-thorax.male.2.csv,Aquarius remigis,thorax length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-total.fem.1.csv,Aquarius remigis,total length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-total.fem.2.csv,Aquarius remigis,total length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-total.male.1.csv,Aquarius remigis,total length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
strider-total.male.2.csv,Aquarius remigis,total length,XO,M,animal,within,0,wild,Y,standard,Wolak 2013,,,,,,,,,,,
peanut-Fe-root1.csv,Arachis hypogaea,Fe root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Fe-root2.csv,Arachis hypogaea,Fe root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Fe-shoot1.csv,Arachis hypogaea,Fe shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Fe-shoot2.csv,Arachis hypogaea,Fe shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-HKW-1.csv,Arachis hypogaea,kernel weight,NSC,LH,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-HKW-2.csv,Arachis hypogaea,kernel weight,NSC,LH,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-HY-1.csv,Arachis hypogaea,shoot weight,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-HY-2.csv,Arachis hypogaea,shoot weight,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Kroot-1.csv,Arachis hypogaea,K root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Kroot-2.csv,Arachis hypogaea,K root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Kshoot-1.csv,Arachis hypogaea,K shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Kshoot-2.csv,Arachis hypogaea,K shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-necrosis1.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,0,domestic,Y,standard,Pensuk et al. 2004,,,,,,,,,,,
peanut-necrosis2.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,0,domestic,Y,standard,Pensuk et al. 2004,,,,,,,,,,,
peanut-necrosis3.csv,Arachis hypogaea,peanut bud necrosis incidence %,NSC,LH,plant,within,0,domestic,Y,standard,Pensuk et al. 2004,,,,,,,,,,,
peanut-oil.conc1.csv,Arachis hypogaea,oil concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, and Simpson 2013",,,,,,,,,,,
peanut-oil.conc2.csv,Arachis hypogaea,oil concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, and Simpson 2013",,,,,,,,,,,
peanut-P-root1.csv,Arachis hypogaea,P root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-P-root2.csv,Arachis hypogaea,P root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-P-shoot1.csv,Arachis hypogaea,P shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-P-shoot2.csv,Arachis hypogaea,P shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-PY-1.csv,Arachis hypogaea,pod yield,NSC,LH,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-PY-2.csv,Arachis hypogaea,pod yield,NSC,LH,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-RDW-1.csv,Arachis hypogaea,root weight,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-RDW-2.csv,Arachis hypogaea,root weight,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-SHP-1.csv,Arachis hypogaea,shelling percent,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-SHP-2.csv,Arachis hypogaea,shelling percent,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Znroot-1.csv,Arachis hypogaea,Zn root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Znroot-2.csv,Arachis hypogaea,Zn root concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Znshoot-1.csv,Arachis hypogaea,Zn shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut-Znshoot-2.csv,Arachis hypogaea,Zn shoot concentration,NSC,M,plant,within,0,domestic,N,PSU,Ajay et al. 2018,,,,,,,,,,,
peanut2-arachidic.acid.1.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-arachidic.acid.2.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-arachidic.acid.3.csv,Arachis hypogaea,arachidic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-behenic.acid.1.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-behenic.acid.2.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-behenic.acid.3.csv,Arachis hypogaea,behenic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-eicosenoic.acid.1.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-eicosenoic.acid.2.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-eicosenoic.acid.3.csv,Arachis hypogaea,eicosenoic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-FA-ratio1.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-FA-ratio2.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-FA-ratio3.csv,Arachis hypogaea,fatty acid ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-facids-1.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-facids-2.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-facids-3.csv,Arachis hypogaea,fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-Iod-1.csv,Arachis hypogaea,iodine,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-Iod-2.csv,Arachis hypogaea,iodine,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-Iod-3.csv,Arachis hypogaea,iodine,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-lignoceric.acid.1.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-lignoceric.acid.2.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-lignoceric.acid.3.csv,Arachis hypogaea,lignoceric acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-linoleic.acid.1.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-linoleic.acid.2.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-linoleic.acid.3.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-longchainFA-1.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-longchainFA-2.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-longchainFA-3.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-oil-ratio-1.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-oil-ratio-2.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-oil-ratio-3.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,0,domestic,Y,PSU,Aruna and Nigam 2009,,,,,,,,,,,
peanut2-oil1.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2013",,,,,,,,,,,
peanut2-oil10.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2014",,,,,,,,,,,
peanut2-oil11.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2015",,,,,,,,,,,
peanut2-oil12.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2016",,,,,,,,,,,
peanut2-oil13.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2017",,,,,,,,,,,
peanut2-oil14.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2018",,,,,,,,,,,
peanut2-oil15.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2019",,,,,,,,,,,
peanut2-oil16.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2020",,,,,,,,,,,
peanut2-oil17.csv,Arachis hypogaea,fatty acid concentration,NSC,M,plant,within,0,domestic,Y,PSU,"Wilson, Baring, Burow, Rooney, Chagoya, et al. 2021",,,,,,,,,,,
