state,posterior,prior,likelihood
22640000,-389628.796,-5311.612568,-384317.1834
22660000,-389649.5473,-5315.429037,-384334.1182
22680000,-389676.9735,-5315.699922,-384361.2735
22700000,-389692.4695,-5315.373404,-384377.0961
22720000,-389652.7531,-5321.656784,-384331.0963
22740000,-389592.4656,-5321.842863,-384270.6227
22760000,-389624.376,-5330.953672,-384293.4223
22780000,-389644.5652,-5317.012307,-384327.5529
22800000,-389646.4343,-5317.168983,-384329.2653
22820000,-389691.5164,-5314.985929,-384376.5304
22840000,-389678.6275,-5320.016172,-384358.6113
22860000,-389662.0208,-5315.357068,-384346.6637
22880000,-389646.4588,-5309.015573,-384337.4432
22900000,-389675.2605,-5307.945409,-384367.3151
22920000,-389678.1054,-5316.539189,-384361.5662
22940000,-389696.7278,-5308.465565,-384388.2622
22960000,-389643.844,-5312.005325,-384331.8387
22980000,-389634.5794,-5318.623926,-384315.9555
23000000,-389661.3763,-5319.371727,-384342.0046
23020000,-389652.5379,-5320.403505,-384332.1344
23040000,-389659.712,-5324.185753,-384335.5263
23060000,-389661.2623,-5321.148157,-384340.1142
23080000,-389684.1545,-5319.908468,-384364.246
23100000,-389615.6956,-5315.123643,-384300.5719
23120000,-389665.6503,-5322.969523,-384342.6807
23140000,-389706.0992,-5320.987061,-384385.1121
23160000,-389698.0787,-5329.067473,-384369.0112
23180000,-389637.2035,-5334.534297,-384302.6692
23200000,-389713.4638,-5332.066103,-384381.3977
23220000,-389724.5853,-5328.168593,-384396.4168
23240000,-389723.3963,-5329.721557,-384393.6747
23260000,-389752.8949,-5328.322264,-384424.5726
23280000,-389711.3348,-5328.420373,-384382.9145
23300000,-389698.3437,-5327.503873,-384370.8398
23320000,-389675.8788,-5340.297089,-384335.5817
23340000,-389651.6724,-5333.44043,-384318.232
23360000,-389676.7577,-5343.552068,-384333.2056
23380000,-389680.3,-5340.841381,-384339.4586
23400000,-389707.1451,-5338.437304,-384368.7077
23420000,-389714.3071,-5334.122308,-384380.1848
23440000,-389711.4383,-5344.973369,-384366.4649
23460000,-389738.5723,-5348.615669,-384389.9566
23480000,-389762.5025,-5349.369742,-384413.1327
23500000,-389685.5883,-5345.284644,-384340.3036
23520000,-389689.537,-5348.34414,-384341.1928
23540000,-389658.2621,-5344.460275,-384313.8019
23560000,-389687.5849,-5342.651285,-384344.9336
23580000,-389705.7855,-5340.879675,-384364.9059
23600000,-389674.7734,-5348.322477,-384326.4509
23620000,-389716.5522,-5343.889004,-384372.6632
23640000,-389709.3622,-5338.372026,-384370.9902
23660000,-389700.6154,-5343.677157,-384356.9383
23680000,-389674.6619,-5337.16221,-384337.4997
23700000,-389744.3239,-5339.327806,-384404.9961
23720000,-389752.9329,-5335.267425,-384417.6655
23740000,-389744.6381,-5332.830415,-384411.8077
23760000,-389713.7212,-5339.880889,-384373.8403
23780000,-389732.4375,-5346.260893,-384386.1766
23800000,-389734.9065,-5352.432284,-384382.4743
23820000,-389712.1327,-5354.244608,-384357.8881
23840000,-389715.7747,-5349.153199,-384366.6215
23860000,-389723.2421,-5351.197838,-384372.0443
23880000,-389746.3062,-5346.386412,-384399.9198
23900000,-389746.9111,-5344.073526,-384402.8375
23920000,-389701.8006,-5341.490667,-384360.31
23940000,-389691.4029,-5354.105559,-384337.2974
23960000,-389726.968,-5346.538146,-384380.4298
23980000,-389662.2126,-5345.875884,-384316.3367
24000000,-389707.3951,-5359.538261,-384347.8568
24020000,-389778.5026,-5353.261776,-384425.2408
24040000,-389753.3311,-5341.638913,-384411.6922
24060000,-389707.8294,-5349.309615,-384358.5197
24080000,-389731.8391,-5352.023369,-384379.8157
24100000,-389721.3559,-5349.147244,-384372.2087
24120000,-389701.586,-5343.135067,-384358.451
24140000,-389737.5596,-5344.984914,-384392.5747
24160000,-389708.4492,-5342.576638,-384365.8726
24180000,-389702.8446,-5353.023648,-384349.821
24200000,-389691.9997,-5347.648696,-384344.351
24220000,-389718.2843,-5342.7029,-384375.5814
24240000,-389678.9572,-5342.74286,-384336.2143
24260000,-389680.3466,-5340.318858,-384340.0277
24280000,-389670.3021,-5343.687246,-384326.6149
24300000,-389673.9243,-5346.642617,-384327.2817
24320000,-389715.2742,-5353.659713,-384361.6144
24340000,-389671.7831,-5346.485363,-384325.2977
24360000,-389671.8939,-5348.048009,-384323.8459
24380000,-389651.16,-5345.39233,-384305.7677
24400000,-389647.7617,-5340.634316,-384307.1274
24420000,-389632.3746,-5344.283504,-384288.0911
24440000,-389650.1708,-5332.38655,-384317.7842
24460000,-389633.7804,-5336.015192,-384297.7652
24480000,-389660.3299,-5338.643283,-384321.6866
24500000,-389638.3107,-5342.436857,-384295.8738
24520000,-389679.5446,-5334.998326,-384344.5463
24540000,-389682.5632,-5333.222048,-384349.3411
24560000,-389677.5268,-5339.937124,-384337.5897
24580000,-389666.9127,-5334.46239,-384332.4504
24600000,-389679.1979,-5341.203022,-384337.9948
24620000,-389685.8188,-5337.146418,-384348.6724
24640000,-389714.6423,-5341.918101,-384372.7242
24660000,-389688.8986,-5339.799591,-384349.099
24680000,-389645.9049,-5346.848903,-384299.056
24700000,-389637.1652,-5342.703091,-384294.4621
24720000,-389709.9779,-5337.829607,-384372.1483
24740000,-389676.5955,-5339.018064,-384337.5775
24760000,-389709.1008,-5341.823576,-384367.2772
24780000,-389659.2697,-5328.845884,-384330.4239
24800000,-389670.0526,-5326.256093,-384343.7965
24820000,-389668.4835,-5328.461109,-384340.0224
24840000,-389611.932,-5326.843096,-384285.0889
24860000,-389682.9894,-5333.814303,-384349.1751
24880000,-389630.9344,-5334.882504,-384296.0519
24900000,-389629.62,-5343.743707,-384285.8763
24920000,-389640.0371,-5328.752006,-384311.2851
24940000,-389653.2997,-5328.580812,-384324.7189
24960000,-389647.275,-5329.092839,-384318.1822
24980000,-389607.1603,-5328.023467,-384279.1368
25000000,-389606.911,-5332.530104,-384274.3809
25020000,-389659.744,-5330.902826,-384328.8412
25040000,-389641.1792,-5329.254368,-384311.9249
25060000,-389684.7099,-5322.315213,-384362.3947
25080000,-389669.671,-5329.424817,-384340.2462
25100000,-389706.634,-5338.58364,-384368.0504
25120000,-389674.5511,-5330.465417,-384344.0857
25140000,-389706.8018,-5322.427206,-384384.3746
25160000,-389692.7437,-5321.696059,-384371.0477
25180000,-389676.8361,-5323.307343,-384353.5288
25200000,-389701.759,-5323.102142,-384378.6569
25220000,-389659.1166,-5319.108024,-384340.0086
25240000,-389722.2964,-5331.90281,-384390.3936
25260000,-389661.7483,-5323.072243,-384338.676
25280000,-389737.4793,-5318.876734,-384418.6026
25300000,-389663.6716,-5325.509097,-384338.1625
25320000,-389649.9497,-5319.628205,-384330.3215
25340000,-389668.1318,-5323.702388,-384344.4294
25360000,-389630.9693,-5324.234418,-384306.7348
25380000,-389610.9271,-5323.917515,-384287.0096
25400000,-389611.2523,-5323.985995,-384287.2663
25420000,-389656.9005,-5321.651457,-384335.2491
25440000,-389732.2,-5322.531748,-384409.6682
25460000,-389716.9459,-5327.870852,-384389.075
25480000,-389696.773,-5322.10929,-384374.6637
25500000,-389663.0431,-5327.043567,-384335.9995
25520000,-389621.1577,-5330.98951,-384290.1682
25540000,-389638.3208,-5323.362405,-384314.9584
25560000,-389620.2222,-5314.990202,-384305.232
25580000,-389677.8674,-5311.176218,-384366.6912
25600000,-389695.0522,-5313.022867,-384382.0294
25620000,-389710.8119,-5319.427657,-384391.3843
25640000,-389683.241,-5319.442824,-384363.7982
25660000,-389706.8081,-5319.635232,-384387.1729
25680000,-389706.873,-5328.784683,-384378.0883
25700000,-389687.5865,-5322.378099,-384365.2084
25720000,-389668.1755,-5318.282942,-384349.8926
25740000,-389636.6122,-5333.420466,-384303.1917
25760000,-389686.5351,-5328.380373,-384358.1547
25780000,-389678.6407,-5328.757065,-384349.8837
25800000,-389692.1657,-5330.802813,-384361.3629
25820000,-389702.3643,-5325.444355,-384376.9199
25840000,-389698.1156,-5319.105574,-384379.01
25860000,-389689.5244,-5324.331353,-384365.193
25880000,-389729.273,-5329.529394,-384399.7436
25900000,-389730.1808,-5332.7718,-384397.409
25920000,-389696.3513,-5333.007963,-384363.3433
25940000,-389737.0601,-5329.532958,-384407.5271
25960000,-389749.7314,-5325.374969,-384424.3564
25980000,-389706.2767,-5332.789775,-384373.4869
26000000,-389753.9266,-5339.929836,-384413.9968
26020000,-389676.7136,-5343.491213,-384333.2224
26040000,-389663.2788,-5332.163511,-384331.1153
26060000,-389689.3404,-5329.58307,-384359.7573
26080000,-389646.9642,-5331.669605,-384315.2946
26100000,-389626.7985,-5329.000188,-384297.7983
26120000,-389630.1872,-5323.522936,-384306.6643
26140000,-389683.2599,-5329.668555,-384353.5914
26160000,-389647.0569,-5331.464561,-384315.5923
26180000,-389684.9397,-5330.385763,-384354.5539
26200000,-389653.1348,-5330.443916,-384322.6909
26220000,-389668.3595,-5325.610927,-384342.7486
26240000,-389678.7692,-5333.941928,-384344.8273
26260000,-389621.7728,-5331.540478,-384290.2323
26280000,-389637.3127,-5322.673786,-384314.6389
26300000,-389635.8023,-5322.072296,-384313.73
26320000,-389671.5598,-5324.832798,-384346.727
26340000,-389696.1563,-5322.578048,-384373.5783
26360000,-389645.5506,-5322.286377,-384323.2643
26380000,-389692.8985,-5326.811875,-384366.0867
26400000,-389693.9953,-5328.50455,-384365.4907
26420000,-389713.4229,-5322.801995,-384390.6209
26440000,-389722.8759,-5331.279207,-384391.5967
26460000,-389726.0759,-5328.956685,-384397.1193
26480000,-389729.1398,-5338.192497,-384390.9473
26500000,-389701.4395,-5334.080161,-384367.3593
26520000,-389635.6495,-5326.836623,-384308.8128
26540000,-389660.5435,-5328.378442,-384332.1651
26560000,-389681.748,-5328.243974,-384353.504
26580000,-389688.3536,-5327.970797,-384360.3828
26600000,-389659.4703,-5339.208401,-384320.2619
26620000,-389711.9599,-5333.968009,-384377.9919
26640000,-389736.4402,-5330.234021,-384406.2062
26660000,-389635.5509,-5333.885463,-384301.6654
26680000,-389665.3026,-5330.962132,-384334.3405
26700000,-389734.8672,-5331.919521,-384402.9477
26720000,-389699.9283,-5347.308683,-384352.6197
26740000,-389665.0285,-5343.338078,-384321.6904
26760000,-389765.9333,-5347.406306,-384418.527
26780000,-389759.4408,-5345.122896,-384414.3179
26800000,-389705.3793,-5344.535584,-384360.8437
26820000,-389694.9512,-5340.916763,-384354.0344
26840000,-389696.9152,-5341.299518,-384355.6156
26860000,-389621.0967,-5341.675675,-384279.4211
26880000,-389667.9421,-5334.347517,-384333.5946
26900000,-389656.2256,-5337.060028,-384319.1656
26920000,-389685.6096,-5333.599511,-384352.0101
26940000,-389660.117,-5334.118274,-384325.9987
26960000,-389684.4771,-5334.671912,-384349.8052
26980000,-389691.4456,-5332.144024,-384359.3016
27000000,-389690.6857,-5334.039885,-384356.6458
27020000,-389668.1709,-5335.892828,-384332.278
27040000,-389666.9276,-5342.414285,-384324.5133
27060000,-389693.6967,-5343.479166,-384350.2175
27080000,-389695.3407,-5339.602476,-384355.7383
27100000,-389748.0023,-5337.364219,-384410.6381
27120000,-389715.6152,-5332.318109,-384383.2971
27140000,-389662.2857,-5331.887492,-384330.3982
27160000,-389756.3234,-5335.473302,-384420.8501
27180000,-389667.3133,-5337.150524,-384330.1628
27200000,-389666.8092,-5351.774058,-384315.0351
27220000,-389714.3538,-5344.223062,-384370.1307
27240000,-389685.516,-5338.743966,-384346.772
27260000,-389733.8066,-5355.925587,-384377.881
27280000,-389611.393,-5353.437713,-384257.9553
27300000,-389667.7197,-5351.422082,-384316.2977
27320000,-389705.6742,-5348.097429,-384357.5767
27340000,-389707.7592,-5354.156602,-384353.6026
27360000,-389701.6007,-5350.765249,-384350.8355
27380000,-389730.927,-5351.392863,-384379.5342
27400000,-389732.1837,-5355.390327,-384376.7933
27420000,-389733.1207,-5350.210469,-384382.9102
27440000,-389710.5643,-5353.890464,-384356.6739
27460000,-389746.0283,-5360.998459,-384385.0298
27480000,-389733.5919,-5352.797424,-384380.7944
27500000,-389698.0355,-5361.616071,-384336.4194
27520000,-389669.0871,-5365.450923,-384303.6362
27540000,-389669.2439,-5365.825013,-384303.4189
27560000,-389738.791,-5369.289506,-384369.5015
27580000,-389661.3078,-5375.420579,-384285.8872
27600000,-389702.8433,-5370.038147,-384332.8052
27620000,-389730.5892,-5372.100136,-384358.4891
27640000,-389676.4,-5374.062533,-384302.3375
27660000,-389725.1948,-5367.950256,-384357.2446
27680000,-389745.9975,-5375.269845,-384370.7276
27700000,-389697.7163,-5365.052488,-384332.6638
27720000,-389747.5976,-5373.369746,-384374.2278
27740000,-389737.5633,-5367.758726,-384369.8046
27760000,-389713.3983,-5365.566149,-384347.8321
27780000,-389691.9564,-5357.551859,-384334.4046
27800000,-389740.8082,-5346.491474,-384394.3167
27820000,-389658.0744,-5353.67124,-384304.4032
27840000,-389677.7898,-5354.927683,-384322.8621
27860000,-389649.5622,-5345.333815,-384304.2284
27880000,-389671.8455,-5356.695828,-384315.1496
27900000,-389707.2675,-5353.08674,-384354.1808
27920000,-389668.1355,-5357.82586,-384310.3096
27940000,-389649.9109,-5366.756977,-384283.154
27960000,-389642.091,-5355.389043,-384286.702
27980000,-389675.9026,-5363.361041,-384312.5415
28000000,-389718.1832,-5359.1873,-384358.9959
28020000,-389690.431,-5360.235398,-384330.1956
28040000,-389673.4824,-5361.629686,-384311.8527
28060000,-389706.3152,-5359.677102,-384346.6381
28080000,-389701.4561,-5365.271799,-384336.1843
28100000,-389675.6923,-5359.068374,-384316.6239
28120000,-389655.105,-5363.856558,-384291.2485
28140000,-389701.6902,-5361.388946,-384340.3013
28160000,-389712.4762,-5360.74725,-384351.729
28180000,-389722.7604,-5346.273019,-384376.4874
28200000,-389690.847,-5352.932793,-384337.9142
28220000,-389684.1322,-5351.723829,-384332.4084
28240000,-389716.5208,-5363.361955,-384353.1588
28260000,-389759.3671,-5369.848275,-384389.5188
28280000,-389669.1047,-5366.018877,-384303.0858
28300000,-389680.4874,-5360.118597,-384320.3688
28320000,-389741.0391,-5367.052734,-384373.9863
28340000,-389635.4156,-5364.708809,-384270.7068
28360000,-389707.6132,-5361.672915,-384345.9403
28380000,-389691.2328,-5365.167054,-384326.0657
28400000,-389714.1831,-5367.712846,-384346.4702
28420000,-389702.0727,-5366.373695,-384335.699
28440000,-389668.7654,-5361.813035,-384306.9524
28460000,-389735.7091,-5371.831369,-384363.8777
28480000,-389760.5152,-5368.43958,-384392.0756
28500000,-389716.5212,-5373.229159,-384343.292
28520000,-389751.6572,-5362.122459,-384389.5348
28540000,-389776.5621,-5363.798617,-384412.7635
28560000,-389760.3408,-5371.005969,-384389.3348
28580000,-389747.7759,-5365.323333,-384382.4526
28600000,-389758.0342,-5369.511605,-384388.5226
28620000,-389752.2011,-5365.54387,-384386.6572
28640000,-389738.7946,-5366.247872,-384372.5467
28660000,-389697.567,-5359.771266,-384337.7957
28680000,-389733.1177,-5351.990496,-384381.1272
28700000,-389727.5189,-5358.634646,-384368.8843
28720000,-389689.5407,-5354.322951,-384335.2177
28740000,-389739.3626,-5353.040771,-384386.3218
28760000,-389721.6054,-5350.571152,-384371.0343
28780000,-389801.3385,-5355.024836,-384446.3136
28800000,-389726.7392,-5356.018643,-384370.7205
28820000,-389776.1584,-5358.231624,-384417.9268
28840000,-389761.8478,-5352.693001,-384409.1548
28860000,-389753.4185,-5350.628419,-384402.7901
28880000,-389766.6098,-5352.563042,-384414.0467
28900000,-389642.7853,-5348.205646,-384294.5796
28920000,-389725.3455,-5343.872066,-384381.4734
28940000,-389675.4144,-5338.675761,-384336.7386
28960000,-389644.8538,-5340.887245,-384303.9666
28980000,-389661.9668,-5351.988661,-384309.9782
29000000,-389655.2105,-5342.748398,-384312.4621
29020000,-389641.8629,-5342.61643,-384299.2465
29040000,-389591.6793,-5333.804013,-384257.8753
29060000,-389664.0591,-5335.618207,-384328.4409
29080000,-389674.6639,-5350.339965,-384324.324
29100000,-389733.1604,-5349.391055,-384383.7693
29120000,-389679.8863,-5346.290095,-384333.5962
29140000,-389679.2916,-5350.776492,-384328.5151
29160000,-389711.1964,-5345.369973,-384365.8265
29180000,-389717.1762,-5345.955068,-384371.2211
29200000,-389688.4188,-5342.699434,-384345.7194
29220000,-389687.592,-5339.110797,-384348.4812
29240000,-389719.0021,-5346.598761,-384372.4034
29260000,-389654.9761,-5348.003783,-384306.9723
29280000,-389698.245,-5362.473548,-384335.7715
29300000,-389684.4856,-5357.535676,-384326.9499
29320000,-389678.5952,-5353.544853,-384325.0504
29340000,-389713.9213,-5355.061958,-384358.8593
29360000,-389723.208,-5348.791418,-384374.4165
29380000,-389759.4638,-5354.231359,-384405.2324
29400000,-389709.0206,-5359.624201,-384349.3964
29420000,-389657.6196,-5355.981731,-384301.6379
29440000,-389690.6069,-5348.420753,-384342.1861
29460000,-389672.881,-5356.581768,-384316.2992
29480000,-389741.2324,-5359.950347,-384381.2821
29500000,-389693.3381,-5356.168399,-384337.1697
29520000,-389740.4606,-5352.125379,-384388.3352
29540000,-389693.2132,-5344.928457,-384348.2848
29560000,-389682.8432,-5343.172285,-384339.6709
29580000,-389677.2186,-5352.559087,-384324.6595
29600000,-389684.2102,-5350.861953,-384333.3482
29620000,-389686.8544,-5344.609635,-384342.2448
29640000,-389688.2446,-5342.583665,-384345.6609
29660000,-389623.5676,-5336.892378,-384286.6753
29680000,-389650.3483,-5340.421931,-384309.9264
29700000,-389682.4191,-5339.892136,-384342.527
29720000,-389628.7687,-5340.533235,-384288.2355
29740000,-389714.8551,-5342.043324,-384372.8117
29760000,-389693.4277,-5352.887833,-384340.5398
29780000,-389662.2793,-5351.685309,-384310.594
29800000,-389636.9762,-5359.035875,-384277.9404
29820000,-389671.4204,-5345.408898,-384326.0115
29840000,-389683.7493,-5342.980881,-384340.7684
29860000,-389699.1439,-5339.92917,-384359.2147
29880000,-389699.7023,-5342.613047,-384357.0892
29900000,-389684.2467,-5355.394242,-384328.8525
29920000,-389701.4903,-5349.047854,-384352.4424
29940000,-389690.8996,-5354.021794,-384336.8778
29960000,-389712.2825,-5361.38224,-384350.9002
29980000,-389637.2284,-5358.040499,-384279.1879
30000000,-389723.6802,-5359.59478,-384364.0854
30020000,-389735.7575,-5361.55135,-384374.2062
30040000,-389766.3105,-5362.648954,-384403.6616
30060000,-389696.0757,-5366.377126,-384329.6986
30080000,-389711.2484,-5372.706269,-384338.5421
30100000,-389704.639,-5365.813796,-384338.8252
30120000,-389703.5242,-5359.254796,-384344.2694
30140000,-389692.2643,-5358.494299,-384333.77
30160000,-389656.6291,-5363.680627,-384292.9485
30180000,-389702.5259,-5357.846285,-384344.6796
30200000,-389732.3832,-5361.309907,-384371.0733
30220000,-389690.8594,-5353.099335,-384337.7601
30240000,-389699.8267,-5357.937536,-384341.8892
30260000,-389712.6313,-5353.888655,-384358.7426
30280000,-389703.1466,-5355.065771,-384348.0809
30300000,-389659.7466,-5356.137365,-384303.6092
30320000,-389698.18,-5357.35957,-384340.8205
30340000,-389623.542,-5355.917568,-384267.6244
30360000,-389701.9434,-5354.202363,-384347.741
30380000,-389699.0037,-5356.166014,-384342.8377
30400000,-389631.8441,-5356.581645,-384275.2624
30420000,-389651.4519,-5351.093254,-384300.3586
30440000,-389599.0051,-5349.073965,-384249.9312
30460000,-389663.4494,-5343.325087,-384320.1243
30480000,-389633.686,-5339.234334,-384294.4517
30500000,-389614.3355,-5338.224329,-384276.1112
30520000,-389619.5161,-5343.91361,-384275.6025
30540000,-389599.3477,-5339.41853,-384259.9292
30560000,-389622.1447,-5339.089496,-384283.0552
30580000,-389660.3452,-5345.901916,-384314.4433
30600000,-389593.1742,-5341.91189,-384251.2624
30620000,-389674.8831,-5341.994276,-384332.8888
30640000,-389660.9452,-5342.298304,-384318.6469
30660000,-389657.1975,-5342.587838,-384314.6097
30680000,-389587.7112,-5339.338421,-384248.3727
30700000,-389654.9482,-5348.134201,-384306.814
30720000,-389624.1171,-5349.966699,-384274.1504
30740000,-389609.1997,-5339.654417,-384269.5453
30760000,-389663.3637,-5358.304482,-384305.0592
30780000,-389659.4498,-5357.688994,-384301.7608
30800000,-389614.9156,-5358.559892,-384256.3557
30820000,-389620.9873,-5346.618887,-384274.3684
30840000,-389635.2687,-5354.495605,-384280.7731
30860000,-389680.8704,-5362.026222,-384318.8442
30880000,-389648.0057,-5356.970579,-384291.0351
30900000,-389686.4829,-5355.991119,-384330.4918
30920000,-389659.0553,-5357.421525,-384301.6338
30940000,-389635.8152,-5358.68399,-384277.1312
30960000,-389665.9176,-5354.287198,-384311.6304
30980000,-389713.434,-5357.538436,-384355.8956
31000000,-389722.6513,-5356.529498,-384366.1218
31020000,-389692.5253,-5352.737607,-384339.7877
31040000,-389655.7237,-5358.183343,-384297.5404
31060000,-389631.8765,-5356.765201,-384275.1113
31080000,-389649.3807,-5355.228247,-384294.1524
31100000,-389672.5165,-5361.65155,-384310.865
31120000,-389618.744,-5356.9503,-384261.7937
31140000,-389659.8178,-5359.874898,-384299.9429
31160000,-389653.146,-5354.489122,-384298.6568
31180000,-389644.2304,-5355.733374,-384288.497
31200000,-389707.1339,-5352.118897,-384355.015
31220000,-389618.1829,-5355.371596,-384262.8113
31240000,-389666.6364,-5352.933372,-384313.703
31260000,-389673.0883,-5351.619629,-384321.4686
31280000,-389654.2634,-5352.903775,-384301.3596
31300000,-389663.7068,-5358.683361,-384305.0235
31320000,-389675.5927,-5350.860278,-384324.7324
31340000,-389717.7668,-5351.445409,-384366.3214
31360000,-389689.0871,-5343.389655,-384345.6975
31380000,-389673.5123,-5340.179201,-384333.3331
31400000,-389647.1163,-5339.049591,-384308.0667
31420000,-389624.7228,-5335.249801,-384289.473
31440000,-389677.2231,-5338.387045,-384338.836
31460000,-389624.8778,-5339.508702,-384285.3691
31480000,-389659.825,-5339.810052,-384320.015
31500000,-389648.8649,-5342.177098,-384306.6878
31520000,-389702.0216,-5335.040761,-384366.9809
31540000,-389669.6972,-5344.711741,-384324.9854
31560000,-389592.2883,-5346.114069,-384246.1742
31580000,-389613.7916,-5338.363069,-384275.4286
31600000,-389632.1032,-5344.548898,-384287.5543
31620000,-389670.7081,-5352.659839,-384318.0483
31640000,-389651.3571,-5350.100958,-384301.2561
31660000,-389612.6775,-5351.301731,-384261.3757
31680000,-389655.5717,-5352.189473,-384303.3822
31700000,-389590.7296,-5364.25282,-384226.4768
31720000,-389627.9173,-5348.94983,-384278.9675
31740000,-389643.3954,-5353.829489,-384289.5659
31760000,-389662.2146,-5359.278906,-384302.9356
31780000,-389676.6179,-5359.731485,-384316.8864
31800000,-389668.2607,-5348.426827,-384319.8339
31820000,-389648.2807,-5343.464975,-384304.8157
31840000,-389614.6859,-5348.779035,-384265.9068
31860000,-389665.5392,-5362.024118,-384303.515
31880000,-389639.0743,-5357.408496,-384281.6658
31900000,-389591.2751,-5346.325453,-384244.9496
31920000,-389607.2601,-5349.977479,-384257.2826
31940000,-389626.8123,-5355.099209,-384271.7131
31960000,-389668.3877,-5348.383942,-384320.0038
31980000,-389618.542,-5351.918123,-384266.6239
32000000,-389624.97,-5364.732125,-384260.2379
32020000,-389637.5313,-5357.37513,-384280.1562
32040000,-389651.1685,-5358.097387,-384293.0711
32060000,-389634.1677,-5357.139559,-384277.0281
32080000,-389643.9097,-5364.87492,-384279.0348
32100000,-389709.9939,-5370.174953,-384339.8189
32120000,-389692.5425,-5370.055101,-384322.4874
32140000,-389649.6734,-5366.276416,-384283.397
32160000,-389652.0629,-5368.938647,-384283.1243
32180000,-389665.5549,-5369.461598,-384296.0933
32200000,-389646.7499,-5372.599526,-384274.1504
32220000,-389640.4378,-5368.783786,-384271.654
32240000,-389693.4209,-5372.026503,-384321.3943
32260000,-389645.6148,-5370.283365,-384275.3314
32280000,-389684.9097,-5368.373675,-384316.536
32300000,-389618.3853,-5364.03903,-384254.3462
32320000,-389606.9114,-5366.79761,-384240.1138
32340000,-389646.8333,-5379.199966,-384267.6334
32360000,-389691.1145,-5369.481429,-384321.633
32380000,-389652.6668,-5373.062691,-384279.6041
32400000,-389652.4556,-5365.584514,-384286.8711
32420000,-389667.3477,-5358.619663,-384308.7281
32440000,-389672.9379,-5362.718654,-384310.2193
32460000,-389648.334,-5369.580285,-384278.7537
32480000,-389621.9526,-5374.033831,-384247.9187
32500000,-389635.7008,-5367.753339,-384267.9475
32520000,-389644.5396,-5370.984513,-384273.555
32540000,-389637.8341,-5371.117223,-384266.7169
32560000,-389635.7882,-5372.937516,-384262.8507
32580000,-389632.6357,-5376.376996,-384256.2587
32600000,-389657.1431,-5367.698941,-384289.4441
32620000,-389660.5742,-5373.935531,-384286.6386
32640000,-389655.3687,-5371.776614,-384283.5921
32660000,-389686.8295,-5367.13954,-384319.69
32680000,-389660.0911,-5372.127195,-384287.9639
32700000,-389654.9494,-5373.177013,-384281.7724
32720000,-389624.3079,-5370.582645,-384253.7253
32740000,-389674.397,-5372.563167,-384301.8338
32760000,-389662.4216,-5379.159858,-384283.2618
32780000,-389631.9925,-5376.489064,-384255.5034
32800000,-389670.4302,-5367.77994,-384302.6503
32820000,-389650.9413,-5369.915654,-384281.0256
32840000,-389658.7514,-5379.263214,-384279.4881
32860000,-389688.7223,-5376.587708,-384312.1346
32880000,-389666.3382,-5383.991274,-384282.347
32900000,-389683.2083,-5384.146335,-384299.0619
32920000,-389729.4306,-5380.995694,-384348.4349
32940000,-389735.7015,-5383.235735,-384352.4658
32960000,-389647.6849,-5378.359535,-384269.3254
32980000,-389659.071,-5375.804949,-384283.2661
33000000,-389680.2959,-5368.856366,-384311.4396
33020000,-389681.9485,-5371.725932,-384310.2226
33040000,-389653.1535,-5374.029829,-384279.1237
33060000,-389652.1446,-5382.29014,-384269.8544
33080000,-389672.6319,-5384.558534,-384288.0734
33100000,-389650.9631,-5385.410859,-384265.5522
33120000,-389695.7381,-5380.35643,-384315.3817
33140000,-389651.9608,-5371.130112,-384280.8307
33160000,-389625.9294,-5371.22302,-384254.7064
33180000,-389754.6636,-5376.733217,-384377.9304
33200000,-389682.7986,-5377.659825,-384305.1388
33220000,-389698.2068,-5383.040979,-384315.1659
33240000,-389695.4514,-5385.959366,-384309.4921
33260000,-389710.752,-5389.792066,-384320.9599
33280000,-389705.618,-5395.605607,-384310.0124
33300000,-389705.9279,-5388.022203,-384317.9057
33320000,-389712.6217,-5399.348779,-384313.273
33340000,-389659.1686,-5392.210334,-384266.9582
33360000,-389685.2637,-5381.189559,-384304.0742
33380000,-389693.2267,-5378.062869,-384315.1638
33400000,-389639.7672,-5378.350565,-384261.4166
33420000,-389714.8437,-5375.205576,-384339.6381
33440000,-389677.6366,-5376.667589,-384300.969
33460000,-389697.1762,-5380.456087,-384316.7201
33480000,-389708.0112,-5375.18814,-384332.8231
33500000,-389699.9305,-5385.30727,-384314.6232
33520000,-389665.2391,-5377.334004,-384287.9051
33540000,-389685.8539,-5383.816917,-384302.037
33560000,-389670.9307,-5386.735876,-384284.1949
33580000,-389691.2041,-5393.933119,-384297.271
33600000,-389704.2057,-5382.993379,-384321.2123
33620000,-389686.9293,-5386.106283,-384300.823
33640000,-389707.9035,-5380.005906,-384327.8976
33660000,-389678.4559,-5386.772644,-384291.6833
33680000,-389647.1411,-5375.250696,-384271.8904
33700000,-389653.1467,-5378.029941,-384275.1167
33720000,-389653.8642,-5371.924661,-384281.9395
33740000,-389665.9016,-5365.306708,-384300.5949
33760000,-389724.2842,-5365.208978,-384359.0752
33780000,-389699.3017,-5379.809109,-384319.4926
33800000,-389629.5979,-5377.017361,-384252.5805
33820000,-389640.1217,-5370.579125,-384269.5426
33840000,-389681.0154,-5379.217688,-384301.7977
33860000,-389697.1436,-5376.447092,-384320.6965
33880000,-389706.3359,-5379.851312,-384326.4846
