"","TC.num","T.confusum","T.freemani","T.madens","Location"
"1445","TC003088",0.075757576,0.082758621,0.04,"Autosome"
"1446","TC007166",0.075757576,0.034907598,0.040169133,"Autosome"
"1447","TC010642",0.075757576,0.04587156,0.069364162,"Autosome"
"1448","TC000201",0.075803982,0.052117264,0.053724928,"Autosome"
"1449","TC014484",0.075892857,0.051785714,0.129963899,"Autosome"
"1450","TC001190",0.075949367,0.026143791,0.016611296,"Autosome"
"1451","TC010475",0.075993092,0.017857143,0.05061082,"Autosome"
"1452","TC000854",0.076,0.018115942,0.051490515,"Autosome"
"1453","TC000253",0.076086957,0.04,0.081743869,"Autosome"
"1454","TC012605",0.076115486,0.040189125,0.089005236,"Autosome"
"1455","TC000863",0.076138148,0.049013748,0.081081081,"Autosome"
"1456","TC013981",0.076142132,0.021276596,0.021978022,"Autosome"
"1457","TC009379",0.076190476,0.045955882,0.090697674,"Autosome"
"1458","TC002820",0.076271186,0.045454546,0.053571429,"Autosome"
"1459","TC013305",0.076271186,0.07977208,0.100719425,"Autosome"
"1460","TC000543",0.076280042,0.018027572,0.036705882,"Autosome"
"1461","TC013514",0.076323988,0.043325527,0.051572327,"Autosome"
"1462","TC013452",0.076335878,0.065217391,0.084337349,"Autosome"
"1463","TC010977",0.076368876,0.029239766,0.069428891,"Autosome"
"1464","TC000733",0.076433121,0.133877551,0.176518883,"Autosome"
"1465","TC008174",0.076452599,0.044642857,0.096085409,"Autosome"
"1466","TC006178",0.076470588,0.050161812,0.063265306,"Autosome"
"1467","TC003264",0.076530612,0.113402062,0.069970846,"Autosome"
"1468","TC007052",0.07654321,0.010330579,0.106235566,"Autosome"
"1469","TC016233",0.076576577,0.112540193,0.055045872,"Autosome"
"1470","TC007534",0.076586433,0.019157088,0.053149606,"Autosome"
"1471","TC004922",0.076608785,0.027153558,0.059609455,"Autosome"
"1472","TC010987",0.076612903,0.016014235,0.04770318,"Autosome"
"1473","TC001045",0.076628353,0.035984849,0.062977099,"Autosome"
"1474","TC014049",0.076642336,0.019471488,0.065546219,"Autosome"
"1475","TC010596",0.076654037,0.022270505,0.050574084,"Autosome"
"1476","TC011247",0.076704546,0.027687296,0.047337278,"Autosome"
"1477","TC003570",0.076706545,0.021097046,0.039298246,"Autosome"
"1478","TC014123",0.076719577,0.028790787,0.077922078,"Autosome"
"1479","TC013098",0.076785714,0.028546713,0.04509974,"Autosome"
"1480","TC002882",0.076796489,0.020114943,0.041905855,"Autosome"
"1481","TC030642",0.076802508,0.014925373,0.04015544,"Autosome"
"1482","TC000257",0.076923077,0.067092652,0.059090909,"Autosome"
"1483","TC000705",0.076923077,0.044715447,0.047008547,"Autosome"
"1484","TC000915",0.076923077,0.052401747,0.037825059,"Autosome"
"1485","TC001005",0.076923077,0.011560694,0.044444444,"Autosome"
"1486","TC001385",0.076923077,0.121428571,0.096774194,"Autosome"
"1487","TC002769",0.076923077,0.027932961,0.087378641,"Autosome"
"1488","TC003165",0.076923077,0.079019074,0.103174603,"Autosome"
"1489","TC004320",0.076923077,0.020134228,0.051282051,"Autosome"
"1490","TC005378",0.076923077,0.082733813,0.043103448,"Autosome"
"1491","TC005397",0.076923077,0.101736973,0.158311346,"Autosome"
"1492","TC005492",0.076923077,0.062401264,0.125,"Autosome"
"1493","TC006295",0.076923077,0.143063584,0.104247104,"Autosome"
"1494","TC006421",0.076923077,0.018518519,0.018691589,"Autosome"
"1495","TC007769",0.076923077,0.136094675,0.156,"Autosome"
"1496","TC008098",0.076923077,0.071174377,0.034852547,"Autosome"
"1497","TC008134",0.076923077,0.029283489,0.06645768,"Autosome"
"1498","TC009272",0.076923077,0.045454546,0.056451613,"Autosome"
"1499","TC010129",0.076923077,0.029850746,0.080769231,"Autosome"
"1500","TC010583",0.076923077,0.017316017,0.033755274,"Autosome"
"1501","TC013755",0.076923077,0.084745763,0.18556701,"Autosome"
"1502","TC014019",0.076923077,0.05345912,0.085365854,"Autosome"
"1503","TC014635",0.076923077,0.033149171,0.057090239,"Autosome"
"1504","TC015233",0.076923077,0.027972028,0.034965035,"Autosome"
"1505","TC015588",0.076923077,0.081151833,0.069651741,"Autosome"
"1506","TC015695",0.076923077,0.104384134,0.172661871,"Autosome"
"1507","TC015697",0.076923077,0.030534351,0.100775194,"Autosome"
"1508","TC030206",0.076923077,0.101616628,0.188392008,"Autosome"
"1509","TC011054",0.077142857,0.047493404,0.062365591,"Autosome"
"1510","TC008850",0.077235772,0.008130081,0.040650407,"Autosome"
"1511","TC007212",0.077244259,0.03125,0.048327138,"Autosome"
"1512","TC001519",0.077272727,0.035573123,0.039823009,"Autosome"
"1513","TC003399",0.077348066,0.034946237,0.053333333,"Autosome"
"1514","TC000661",0.077380952,0.051383399,0.076923077,"Autosome"
"1515","TC002111",0.077399381,0.09375,0.140186916,"Autosome"
"1516","TC009059",0.077399381,0.056179775,0.087356322,"Autosome"
"1517","TC009568",0.077441077,0.061452514,0.088685015,"Autosome"
"1518","TC000400",0.077464789,0.059748428,0.08583691,"Autosome"
"1519","TC007864",0.077464789,0.02020202,0.057291667,"Autosome"
"1520","TC000783",0.07751938,0.044,0.062015504,"Autosome"
"1521","TC003610",0.07751938,0.029282577,0.061452514,"Autosome"
"1522","TC003636",0.077586207,0.045751634,0.029585799,"Autosome"
"1523","TC004471",0.077586207,0.060273973,0.130136986,"Autosome"
"1524","TC009244",0.077669903,0.004975124,0.066350711,"Autosome"
"1525","TC011316",0.077669903,0.045685279,0.084337349,"Autosome"
"1526","TC002829",0.077720207,0.02173913,0.137803373,"Autosome"
"1527","TC000862",0.077747989,0.019230769,0.04137931,"Autosome"
"1528","TC000471",0.077777778,0.071038251,0.037383178,"Autosome"
"1529","TC012398",0.077777778,0.107023411,0.108303249,"Autosome"
"1530","TC012670",0.077777778,0.048888889,0.086538462,"Autosome"
"1531","TC013302",0.077777778,0.03030303,0.062111801,"Autosome"
"1532","TC012666",0.077793494,0.028492008,0.046722455,"Autosome"
"1533","TC006942",0.07781457,0.013667426,0.048031496,"Autosome"
"1534","TC003470",0.077922078,0.037037037,0.030769231,"Autosome"
"1535","TC006406",0.077946768,0.015075377,0.030418251,"Autosome"
"1536","TC002306",0.078014184,0.037777778,0.075242718,"Autosome"
"1537","TC008941",0.078014184,0.024691358,0.049689441,"Autosome"
"1538","TC005690",0.078095238,0.020797227,0.043706294,"Autosome"
"1539","TC002457",0.078125,0.047619048,0.116129032,"Autosome"
"1540","TC030127",0.078125,0.090082645,0.157464213,"Autosome"
"1541","TC006012",0.0781893,0,0.021459228,"Autosome"
"1542","TC001547",0.07826087,0.015228426,0.071729958,"Autosome"
"1543","TC003265",0.07826087,0.021084337,0.034722222,"Autosome"
"1544","TC008013",0.07826087,0.011952191,0.069264069,"Autosome"
"1545","TC002923",0.078313253,0.010416667,0.052083333,"Autosome"
"1546","TC001342",0.078341014,0.013245033,0.085201794,"Autosome"
"1547","TC000408",0.078389831,0.030067895,0.055447471,"Autosome"
"1548","TC004182",0.078431373,0,0.052631579,"Autosome"
"1549","TC005111",0.078431373,0.043478261,0.039215686,"Autosome"
"1550","TC005913",0.078431373,0.032394366,0.095238095,"Autosome"
"1551","TC007425",0.078431373,0,0.007751938,"Autosome"
"1552","TC010073",0.078431373,0.067460318,0.041916168,"Autosome"
"1553","TC012202",0.078431373,0.060301508,0.053435115,"Autosome"
"1554","TC014510",0.078431373,0.060913706,0.052631579,"Autosome"
"1555","TC015783",0.078431373,0.089853301,0.138482024,"Autosome"
"1556","TC014542",0.07847663,0.013582343,0.04121965,"Autosome"
"1557","TC001037",0.078498294,0.0221843,0.042662116,"Autosome"
"1558","TC008650",0.078534031,0.032745592,0.044270833,"Autosome"
"1559","TC006004",0.078559738,0.033921303,0.098130841,"Autosome"
"1560","TC030711",0.078561917,0.022222222,0.043307087,"Autosome"
"1561","TC004019",0.078571429,0.093984962,0.02919708,"Autosome"
"1562","TC004896",0.078571429,0.023809524,0.109090909,"Autosome"
"1563","TC011625",0.078571429,0.025210084,0.022556391,"Autosome"
"1564","TC003535",0.078624079,0.016587678,0.030588235,"Autosome"
"1565","TC004062",0.078651685,0.102022867,0.164233577,"Autosome"
"1566","TC005379",0.078651685,0.060606061,0.117154812,"Autosome"
"1567","TC009013",0.078651685,0.073395608,0.121376111,"Autosome"
"1568","TC013991",0.078651685,0.038461539,0.054726368,"Autosome"
"1569","TC015908",0.078651685,0.078947368,0.115264798,"Autosome"
"1570","TC003073",0.078703704,0.01826484,0.068493151,"Autosome"
"1571","TC013441",0.078717201,0.033647376,0.049844237,"Autosome"
"1572","TC004470",0.07875895,0.025832377,0.059025788,"Autosome"
"1573","TC007838",0.078787879,0.037671233,0.072463768,"Autosome"
"1574","TC006612",0.078817734,0.103448276,0.150565709,"Autosome"
"1575","TC014761",0.078873239,0.025477707,0.053078556,"Autosome"
"1576","TC007886",0.078916372,0.021017699,0.042998898,"Autosome"
"1577","TC001095",0.078947368,0.053191489,0.098101266,"Autosome"
"1578","TC005703",0.078947368,0.087064677,0.057017544,"Autosome"
"1579","TC010474",0.078947368,0.036842105,0.057692308,"Autosome"
"1580","TC011110",0.078947368,0.037344398,0.047619048,"Autosome"
"1581","TC012568",0.078947368,0.02962963,0.111940299,"Autosome"
"1582","TC013681",0.078947368,0.096165933,0.130366901,"Autosome"
"1583","TC002919",0.078991597,0.030252101,0.048821549,"Autosome"
"1584","TC001551",0.079007634,0.019808985,0.046142754,"Autosome"
"1585","TC011914",0.079015544,0.012596899,0.072105717,"Autosome"
"1586","TC004536",0.079207921,0.016393443,0.134860051,"Autosome"
"1587","TC013694",0.079234973,0.035799523,0.054945055,"Autosome"
"1588","TC010533",0.079310345,0.055718475,0.045296167,"Autosome"
"1589","TC010465",0.079365079,0.066115703,0.041666667,"Autosome"
"1590","TC000492",0.079387187,0.050104384,0.076313181,"Autosome"
"1591","TC013841",0.079470199,0.043478261,0.02739726,"Autosome"
"1592","TC016285",0.07948718,0.020128088,0.038907285,"Autosome"
"1593","TC000848",0.079497908,0.017456359,0.052369077,"Autosome"
"1594","TC002607",0.079545455,0.03646833,0.054245283,"Autosome"
"1595","TC012719",0.079575597,0.044827586,0.078674948,"Autosome"
"1596","TC002535",0.07960199,0.027888446,0.088235294,"Autosome"
"1597","TC007049",0.07960199,0.065789474,0.012578616,"Autosome"
"1598","TC007526",0.07960199,0.03030303,0.022346369,"Autosome"
"1599","TC013331",0.079625293,0.021543986,0.060176991,"Autosome"
"1600","TC006476",0.079646018,0.024029575,0.047752809,"Autosome"
"1601","TC000244",0.079710145,0.047043011,0.050471437,"Autosome"
"1602","TC009854",0.079837618,0.022864019,0.036802031,"Autosome"
"1603","TC003726",0.079872205,0.055248619,0.063091483,"Autosome"
"1604","TC030781",0.079874706,0.022745098,0.038251366,"Autosome"
"1605","TC001122",0.08,0.04,0.07,"Autosome"
"1606","TC001299",0.08,0.0625,0.071428571,"Autosome"
"1607","TC001645",0.08,0.112087912,0.09382151,"Autosome"
"1608","TC001813",0.08,0.074754902,0.102733686,"Autosome"
"1609","TC002231",0.08,0.052724077,0.084185681,"Autosome"
"1610","TC003762",0.08,0.042979943,0.062893082,"Autosome"
"1611","TC006970",0.08,0.137535817,0.132867133,"Autosome"
"1612","TC007794",0.08,0.087193461,0.161025641,"Autosome"
"1613","TC008047",0.08,0.107364341,0.106347898,"Autosome"
"1614","TC009654",0.08,0.134161491,0.096153846,"Autosome"
"1615","TC011693",0.08,0.137168142,0.02,"Autosome"
"1616","TC012135",0.08,0.019047619,0.057142857,"Autosome"
"1617","TC013772",0.08,0.08529599,0.157251908,"Autosome"
"1618","TC014656",0.08,0.031496063,0.087121212,"Autosome"
"1619","TC014881",0.08,0.127982646,0.185823755,"Autosome"
"1620","TC002847",0.080152672,0.02300885,0.02300885,"Autosome"
"1621","TC008561",0.080152672,0.081471748,0.117647059,"Autosome"
"1622","TC007225",0.080188679,0.025882353,0.09273183,"Autosome"
"1623","TC005529",0.080357143,0.124031008,0.151898734,"Autosome"
"1624","TC001204",0.080378251,0.079189687,0.055679287,"Autosome"
"1625","TC010468",0.080385852,0.029239766,0.041509434,"Autosome"
"1626","TC002679",0.08045977,0.051948052,0.025396825,"Autosome"
"1627","TC007910",0.08045977,0.023391813,0.052631579,"Autosome"
"1628","TC010610",0.08045977,0.034482759,0.041825095,"Autosome"
"1629","TC003870",0.080489375,0.017241379,0.045079365,"Autosome"
"1630","TC010180",0.080495356,0.059405941,0.087628866,"Autosome"
"1631","TC000553",0.08056872,0.034296029,0.086397059,"Autosome"
"1632","TC004869",0.08056872,0.025193798,0.061833689,"Autosome"
"1633","TC001326",0.080622348,0.061111111,0.079779918,"Autosome"
"1634","TC006594",0.080645161,0.056603774,0.12455516,"Autosome"
"1635","TC006602",0.080645161,0.100156495,0.1108742,"Autosome"
"1636","TC016098",0.080645161,0.061688312,0.101910828,"Autosome"
"1637","TC011289",0.080717489,0.022146508,0.040609137,"Autosome"
"1638","TC012812",0.080717489,0.015695067,0.047404063,"Autosome"
"1639","TC008074",0.080779944,0.041800643,0.0768,"Autosome"
"1640","TC003585",0.080808081,0.055419723,0.088709677,"Autosome"
"1641","TC012595",0.080808081,0.139158576,0.031007752,"Autosome"
"1642","TC013853",0.080808081,0.02189781,0.068452381,"Autosome"
"1643","TC005964",0.080906149,0.061093248,0.083333333,"Autosome"
"1644","TC014523",0.08091024,0.009205984,0.047263682,"Autosome"
"1645","TC009750",0.080912863,0.016333938,0.050092764,"Autosome"
"1646","TC002802",0.080924856,0.096842105,0.03539823,"Autosome"
"1647","TC001554",0.08094768,0.025641026,0.050116009,"Autosome"
"1648","TC008398",0.080952381,0.036414566,0.096085409,"Autosome"
"1649","TC016044",0.08097166,0.112801014,0.141801075,"Autosome"
"1650","TC009910",0.081018519,0.038043478,0.091407678,"Autosome"
"1651","TC009768",0.081025217,0.016890429,0.038603696,"Autosome"
"1652","TC003588",0.081081081,0.093884298,0.164801235,"Autosome"
"1653","TC004482",0.081081081,0.015873016,0.047619048,"Autosome"
"1654","TC008037",0.081081081,0.035532995,0.081218274,"Autosome"
"1655","TC010644",0.081081081,0.042763158,0.040540541,"Autosome"
"1656","TC014141",0.081081081,0.027247956,0.050847458,"Autosome"
"1657","TC010018",0.081232493,0.029023747,0.07106599,"Autosome"
"1658","TC000197",0.081265509,0.010752688,0.048377917,"Autosome"
"1659","TC003787",0.081314879,0.033557047,0.05704698,"Autosome"
"1660","TC012453",0.081343284,0.026845638,0.034302759,"Autosome"
"1661","TC007590",0.081424936,0.028231798,0.062407132,"Autosome"
"1662","TC008811",0.081447964,0.038772213,0.038543897,"Autosome"
"1663","TC005236",0.081475129,0.0302267,0.092657343,"Autosome"
"1664","TC005786",0.081481482,0.053900709,0.053604436,"Autosome"
"1665","TC007035",0.081481482,0.058080808,0.065989848,"Autosome"
"1666","TC009899",0.081521739,0.048672566,0.052631579,"Autosome"
"1667","TC007605",0.081632653,0.013422819,0.033557047,"Autosome"
"1668","TC011111",0.081632653,0.067307692,0.081632653,"Autosome"
"1669","TC030437",0.081632653,0.14049904,0.139976275,"Autosome"
"1670","TC006062",0.081775701,0.05562579,0.070707071,"Autosome"
"1671","TC005350",0.081818182,0.039325843,0.117647059,"Autosome"
"1672","TC014527",0.081818182,0.070987654,0.099337748,"Autosome"
"1673","TC002703",0.081858407,0.029644269,0.037549407,"Autosome"
"1674","TC014729",0.081871345,0.037288136,0.051369863,"Autosome"
"1675","TC003833",0.081967213,0.062157221,0.080522307,"Autosome"
"1676","TC004352",0.081967213,0.066334992,0.085128205,"Autosome"
"1677","TC030776",0.082111437,0.02266289,0.035882908,"Autosome"
"1678","TC001127",0.082191781,0.173333333,0.04375,"Autosome"
"1679","TC005685",0.082329317,0.041301627,0.098381071,"Autosome"
"1680","TC008140",0.082352941,0.066176471,0.061643836,"Autosome"
"1681","TC010542",0.082352941,0.021428571,0.04964539,"Autosome"
"1682","TC013852",0.082437276,0.01055409,0.099688474,"Autosome"
"1683","TC000951",0.082474227,0.025723473,0.075301205,"Autosome"
"1684","TC003429",0.082474227,0.026442308,0.042431193,"Autosome"
"1685","TC007392",0.082524272,0.020992366,0.047984645,"Autosome"
"1686","TC004048",0.082530949,0.059649123,0.157754011,"Autosome"
"1687","TC011967",0.082585278,0.027054108,0.061678463,"Autosome"
"1688","TC001289",0.08260447,0.028037383,0.057591623,"Autosome"
"1689","TC010004",0.082621083,0.026829268,0.080745342,"Autosome"
"1690","TC003482",0.082733813,0.089725036,0.064516129,"Autosome"
"1691","TC008115",0.082733813,0.016339869,0.03236246,"Autosome"
"1692","TC012882",0.082733813,0.048022599,0.045731707,"Autosome"
"1693","TC010148",0.082748948,0.02948718,0.053246753,"Autosome"
"1694","TC002796",0.082758621,0.02,0.090666667,"Autosome"
"1695","TC008374",0.082774049,0.016891892,0.048903879,"Autosome"
"1696","TC003428",0.082781457,0.086046512,0.091168091,"Autosome"
"1697","TC009904",0.082802548,0.043209877,0.072847682,"Autosome"
"1698","TC012893",0.082802548,0.012738854,0.01910828,"Autosome"
"1699","TC010149",0.082807571,0.02076412,0.039401103,"Autosome"
"1700","TC004498",0.082822086,0.046901173,0.052486188,"Autosome"
"1701","TC001244",0.082840237,0.058181818,0.02764977,"Autosome"
"1702","TC012916",0.082840237,0.052023121,0.102310231,"Autosome"
"1703","TC003340",0.082872928,0.027164686,0.056027165,"Autosome"
"1704","TC007819",0.082901554,0.010152284,0.030456853,"Autosome"
"1705","TC002850",0.082914573,0.024657534,0.073509015,"Autosome"
"1706","TC001319",0.08293613,0.040896359,0.098199673,"Autosome"
"1707","TC000226",0.082949309,0.066448802,0.07925608,"Autosome"
"1708","TC000473",0.082949309,0.011627907,0.038461539,"Autosome"
"1709","TC010182",0.082969432,0.049335863,0.086956522,"Autosome"
"1710","TC014066",0.083018868,0.034013605,0.067510549,"Autosome"
"1711","TC013734",0.083032491,0.126436782,0.163366337,"Autosome"
"1712","TC003795",0.083056478,0.078787879,0.06377551,"Autosome"
"1713","TC007573",0.083097262,0.022325581,0.040074557,"Autosome"
"1714","TC013744",0.083287369,0.021760155,0.059898477,"Autosome"
"1715","TC000260",0.083333333,0.055837564,0.045045045,"Autosome"
"1716","TC000654",0.083333333,0.006369427,0.028077754,"Autosome"
"1717","TC002902",0.083333333,0.050736498,0.058139535,"Autosome"
"1718","TC003084",0.083333333,0.119631902,0.064516129,"Autosome"
"1719","TC003085",0.083333333,0.01897019,0.068493151,"Autosome"
"1720","TC003586",0.083333333,0.065217391,0.066666667,"Autosome"
"1721","TC004867",0.083333333,0.038983051,0.029535865,"Autosome"
"1722","TC006446",0.083333333,0.027322404,0.044444444,"Autosome"
"1723","TC007527",0.083333333,0.039344262,0.05730659,"Autosome"
"1724","TC008167",0.083333333,0.102756892,0.139817629,"Autosome"
"1725","TC009959",0.083333333,0.064013841,0.12293578,"Autosome"
"1726","TC010291",0.083333333,0.059748428,0.151515152,"Autosome"
"1727","TC013880",0.083333333,0.048128342,0.052631579,"Autosome"
"1728","TC014711",0.083333333,0.005494506,0.078534031,"Autosome"
"1729","TC008260",0.083572306,0.017973856,0.056372549,"Autosome"
"1730","TC000869",0.08365019,0.008474576,0.053719008,"Autosome"
"1731","TC003299",0.083743842,0.033222591,0.069767442,"Autosome"
"1732","TC008862",0.083798883,0.027522936,0.058510638,"Autosome"
"1733","TC008438",0.083815029,0.034536892,0.069073783,"Autosome"
"1734","TC005246",0.083870968,0.020833333,0.083333333,"Autosome"
"1735","TC003472",0.083969466,0.053977273,0.099041534,"Autosome"
"1736","TC008751",0.083969466,0.05720339,0.072562358,"Autosome"
"1737","TC002758",0.084,0.019886364,0.03348554,"Autosome"
"1738","TC002793",0.084,0.035812672,0.07860262,"Autosome"
"1739","TC008634",0.084006462,0.026186579,0.031045752,"Autosome"
"1740","TC001548",0.08401084,0.035460993,0.05399061,"Autosome"
"1741","TC008998",0.084082157,0.026439483,0.040483384,"Autosome"
"1742","TC007562",0.08411215,0.017038008,0.049803408,"Autosome"
"1743","TC009226",0.084142395,0.102841678,0.119966443,"Autosome"
"1744","TC011995",0.084175084,0.052903226,0.090136054,"Autosome"
"1745","TC003771",0.084210526,0.057239057,0.107692308,"Autosome"
"1746","TC013406",0.084210526,0.040462428,0.046783626,"Autosome"
"1747","TC003659",0.084309134,0.034188034,0.061636557,"Autosome"
"1748","TC003065",0.084337349,0.089219331,0.051724138,"Autosome"
"1749","TC030044",0.084337349,0.071038251,0.118055556,"Autosome"
"1750","TC002567",0.084496124,0.030111412,0.06098301,"Autosome"
"1751","TC005349",0.084507042,0.057142857,0.082802548,"Autosome"
"1752","TC006784",0.084507042,0.051643193,0.056338028,"Autosome"
"1753","TC001078",0.084558824,0.04587156,0.088414634,"Autosome"
"1754","TC013477",0.084577114,0.024793388,0.055284553,"Autosome"
"1755","TC014570",0.084745763,0.058823529,0.070588235,"Autosome"
"1756","TC010146",0.084805654,0.062730627,0.06,"Autosome"
"1757","TC010375",0.084837545,0.026548673,0.041071429,"Autosome"
"1758","TC000651",0.084848485,0.055147059,0.133663366,"Autosome"
"1759","TC015160",0.08490566,0.088560886,0.166853722,"Autosome"
"1760","TC009194",0.085023401,0.016079633,0.043887147,"Autosome"
"1761","TC008112",0.085034014,0.031784841,0.074519231,"Autosome"
"1762","TC013945",0.085040984,0.011857708,0.054582904,"Autosome"
"1763","TC007731",0.085051546,0.068812431,0.119553073,"Autosome"
"1764","TC000039",0.085106383,0.076923077,0.177722153,"Autosome"
"1765","TC000390",0.085106383,0.06746988,0.12173913,"Autosome"
"1766","TC000650",0.085106383,0.033333333,0.026666667,"Autosome"
"1767","TC001081",0.085106383,0.019047619,0.043243243,"Autosome"
"1768","TC001661",0.085106383,0.028481013,0.12195122,"Autosome"
"1769","TC005292",0.085106383,0.096286973,0.12751449,"Autosome"
"1770","TC005360",0.085106383,0.13,0.170157068,"Autosome"
"1771","TC006145",0.085106383,0.06331045,0.118530885,"Autosome"
"1772","TC007668",0.085106383,0.089552239,0.104683196,"Autosome"
"1773","TC007690",0.085106383,0.088062622,0.053333333,"Autosome"
"1774","TC007923",0.085106383,0.078461539,0.115506329,"Autosome"
"1775","TC008619",0.085106383,0.036789298,0.045454546,"Autosome"
"1776","TC009130",0.085106383,0.070866142,0.114982578,"Autosome"
"1777","TC011807",0.085106383,0.088888889,0.1278962,"Autosome"
"1778","TC012732",0.085106383,0.049822064,0.096085409,"Autosome"
"1779","TC014882",0.085106383,0.014492754,0.040658277,"Autosome"
"1780","TC003511",0.085164835,0.030973451,0.03562341,"Autosome"
"1781","TC013815",0.085185185,0.065920398,0.151271754,"Autosome"
"1782","TC002855",0.085201794,0.020151134,0.054667788,"Autosome"
"1783","TC001353",0.085227273,0.051546392,0.058577406,"Autosome"
"1784","TC004814",0.085257549,0.006589786,0.06932409,"Autosome"
"1785","TC000072",0.085271318,0.046321526,0.123595506,"Autosome"
"1786","TC000205",0.085271318,0.063882064,0.091722595,"Autosome"
"1787","TC000912",0.085284281,0.078156313,0.075962539,"Autosome"
"1788","TC008626",0.085308057,0.025236593,0.036666667,"Autosome"
"1789","TC008775",0.085308057,0.051058531,0.10034904,"Autosome"
"1790","TC011706",0.085324232,0.023668639,0.067357513,"Autosome"
"1791","TC013358",0.085365854,0.049429658,0.095238095,"Autosome"
"1792","TC014752",0.085365854,0.045847751,0.082393755,"Autosome"
"1793","TC002913",0.085427136,0.082926829,0.082524272,"Autosome"
"1794","TC005221",0.085427136,0.014492754,0.093877551,"Autosome"
"1795","TC007597",0.085427136,0.019900498,0.04,"Autosome"
"1796","TC000202",0.085470086,0.115826702,0.134831461,"Autosome"
"1797","TC003929",0.085470086,0.069767442,0.066666667,"Autosome"
"1798","TC007968",0.085526316,0.092307692,0.090614887,"Autosome"
"1799","TC002956",0.085714286,0.079089924,0.150759219,"Autosome"
"1800","TC007592",0.085714286,0.062146893,0.056497175,"Autosome"
"1801","TC009133",0.085714286,0.080181543,0.128935532,"Autosome"
"1802","TC000392",0.085889571,0.011904762,0.064516129,"Autosome"
"1803","TC002544",0.0859375,0.02690583,0.051020408,"Autosome"
"1804","TC013696",0.0859375,0.107033639,0.088235294,"Autosome"
"1805","TC015253",0.0859375,0.015444015,0.046332046,"Autosome"
"1806","TC015851",0.085972851,0.025069638,0.077586207,"Autosome"
"1807","TC001868",0.086021505,0.033980583,0.076923077,"Autosome"
"1808","TC002819",0.086021505,0.018348624,0.068669528,"Autosome"
"1809","TC009060",0.086021505,0.024523161,0.092465753,"Autosome"
"1810","TC000419",0.086167801,0.029513889,0.084313726,"Autosome"
"1811","TC005856",0.086206897,0.103333333,0.041322314,"Autosome"
"1812","TC006042",0.086206897,0.118764846,0.170035672,"Autosome"
"1813","TC006579",0.086206897,0.032520325,0.066496164,"Autosome"
"1814","TC009700",0.086206897,0.103896104,0.181669394,"Autosome"
"1815","TC013160",0.086206897,0.08,0.114492754,"Autosome"
"1816","TC011869",0.086294416,0.03652968,0.030150754,"Autosome"
"1817","TC014771",0.086330935,0.05,0.123893805,"Autosome"
"1818","TC002782",0.086419753,0.030534351,0.165680473,"Autosome"
"1819","TC013440",0.086419753,0.00621118,0.02189781,"Autosome"
"1820","TC003646",0.086614173,0.015789474,0.071698113,"Autosome"
"1821","TC013399",0.086614173,0.097276265,0.053571429,"Autosome"
"1822","TC001212",0.08677686,0.028213166,0.043189369,"Autosome"
"1823","TC000286",0.086956522,0.100323625,0.098305085,"Autosome"
"1824","TC000340",0.086956522,0.036951501,0.062068966,"Autosome"
"1825","TC002401",0.086956522,0.046242775,0.168539326,"Autosome"
"1826","TC003509",0.086956522,0.044164038,0.058718861,"Autosome"
"1827","TC008041",0.086956522,0.030612245,0.053380783,"Autosome"
"1828","TC008075",0.086956522,0.041758242,0.043478261,"Autosome"
"1829","TC008945",0.086956522,0.062761506,0.123376623,"Autosome"
"1830","TC011416",0.086956522,0.042328042,0.109195402,"Autosome"
"1831","TC012883",0.086956522,0.164556962,0.139534884,"Autosome"
"1832","TC013961",0.086956522,0.006134969,0.041139241,"Autosome"
"1833","TC014476",0.086956522,0.018518519,0.024691358,"Autosome"
"1834","TC014477",0.086956522,0.081712062,0.026143791,"Autosome"
"1835","TC014485",0.086956522,0.102354145,0.154897494,"Autosome"
"1836","TC030783",0.086991221,0.016561514,0.041798107,"Autosome"
"1837","TC012479",0.08713693,0.034090909,0.045627376,"Autosome"
"1838","TC008258",0.087272727,0.013550136,0.028846154,"Autosome"
"1839","TC007048",0.087301587,0.02283105,0.065868264,"Autosome"
"1840","TC012588",0.087336245,0.007936508,0.036885246,"Autosome"
"1841","TC002975",0.087378641,0.040298508,0.071322437,"Autosome"
"1842","TC001291",0.087403599,0.023076923,0.063139932,"Autosome"
"1843","TC008552",0.087412587,0.023391813,0.060869565,"Autosome"
"1844","TC000786",0.087431694,0.028,0.1171875,"Autosome"
"1845","TC003796",0.087434095,0.021026072,0.060902896,"Autosome"
"1846","TC003014",0.0875,0.030927835,0.095588235,"Autosome"
"1847","TC003055",0.0875,0.058823529,0.093023256,"Autosome"
"1848","TC003380",0.0875,0.057268723,0.093922652,"Autosome"
"1849","TC007132",0.0875,0,0.006451613,"Autosome"
"1850","TC008375",0.087542088,0.052427185,0.052631579,"Autosome"
"1851","TC009431",0.087557604,0.125233645,0.143209877,"Autosome"
"1852","TC000715",0.087649402,0.028960818,0.044293015,"Autosome"
"1853","TC002872",0.087671233,0.018604651,0.048899756,"Autosome"
"1854","TC004299",0.087719298,0.06343714,0.131270011,"Autosome"
"1855","TC007766",0.087719298,0.092369478,0.116504854,"Autosome"
"1856","TC014805",0.087719298,0.064189189,0.073333333,"Autosome"
"1857","TC014991",0.087719298,0.00456621,0.028169014,"Autosome"
